Departamento,Municipio,Programa,Año de Asignación,Estado de Postulación,Hogares,Valor Asignado
TOLIMA,VENADILLO,Bolsa Desplazados,2006,Asignados,2,20400000.00
TOLIMA,VENADILLO,Bolsa Desplazados,2007,Asignados,2,20328250.00
TOLIMA,VENADILLO,Bolsa Desplazados,2008,Asignados,1,5768750.00
TOLIMA,VENADILLO,Bolsa Desplazados,2010,Asignados,1,15450000.00
TOLIMA,VENADILLO,Fenómeno de la Niña,2016,Asignados,143,3775157672.00
TOLIMA,VENADILLO,Fenómeno de la Niña,2016,Perdida de ejecutoriedad de asignación de SFV,3,79199112.00
TOLIMA,VENADILLO,Fenómeno de la Niña,2017,Asignados,18,475194672.00
TOLIMA,VENADILLO,Fenómeno de la Niña,2018,Asignados,5,131998520.00
TOLIMA,VENADILLO,Fenómeno de la Niña,2019,Asignados,1,26399704.00
TOLIMA,VENADILLO,MI CASA YA,2021,Asignados,2,45426300.00
TOLIMA,VILLAHERMOSA,Bolsa Atentados terroristas,2006,Restitución SFV por Vencimiento Vigencia,1,8568000.00
TOLIMA,VILLAHERMOSA,Bolsa Atentados terroristas,2007,Asignados,1,9107700.00
TOLIMA,VILLAHERMOSA,Bolsa Concejales,2011,Asignados,1,11783200.00
TOLIMA,VILLAHERMOSA,Bolsa Desplazados,2004,Asignados,2,17900000.00
TOLIMA,VILLAHERMOSA,Bolsa Desplazados,2006,Asignados,2,25107000.00
TOLIMA,VILLAHERMOSA,Bolsa Desplazados,2007,Asignados,2,21685000.00
TOLIMA,VILLAHERMOSA,Bolsa Desplazados,2008,Asignados,2,20233250.00
TOLIMA,VILLAHERMOSA,Bolsa Desplazados,2009,Asignados,2,29814000.00
TOLIMA,VILLAHERMOSA,Bolsa Desplazados,2017,Asignado con aplicación en Vivienda Gratuita,3,62050950.00
TOLIMA,VILLAHERMOSA,Bolsa Desplazados,2017,Asignados,18,372305700.00
TOLIMA,VILLARRICA,Bolsa Desplazados,2004,Asignados,8,71600000.00
TOLIMA,VILLARRICA,Bolsa Desplazados,2007,Asignados,2,21685000.00
TOLIMA,VILLARRICA,Bolsa Desplazados,2008,Asignado con aplicación en Vivienda Gratuita,1,8695750.00
TOLIMA,VILLARRICA,Bolsa Desplazados,2008,Asignados,2,26444500.00
VALLE DEL CAUCA,ALCALA,Ahorro Programado Contractual,2012,Asignados,1,12184050.00
VALLE DEL CAUCA,ALCALA,Bolsa Concejales,2011,Apto con subsidio vencido,1,11783200.00
VALLE DEL CAUCA,ALCALA,Bolsa Desplazados,2004,Asignados,4,17900000.00
VALLE DEL CAUCA,ALCALA,Bolsa Desplazados,2005,Asignados,1,4475000.00
VALLE DEL CAUCA,ALCALA,Bolsa Desplazados,2006,Asignados,1,5100000.00
VALLE DEL CAUCA,ALCALA,Bolsa Desplazados,2008,Asignados,2,23075000.00
VALLE DEL CAUCA,ALCALA,Bolsa Desplazados,2010,Asignados,1,15450000.00
VALLE DEL CAUCA,ALCALA,Bolsa Desplazados,2011,Asignados,1,16068000.00
VALLE DEL CAUCA,ALCALA,Bolsa Desplazados,2017,Asignados,1,20683650.00
VALLE DEL CAUCA,ALCALA,Bolsa Recicladores,2009,Asignados,2,21863600.00
VALLE DEL CAUCA,ALCALA,Bolsa Recicladores,2010,Apto con subsidio vencido,2,22660000.00
VALLE DEL CAUCA,ALCALA,Bolsa Recicladores,2010,Asignados,1,11330000.00
VALLE DEL CAUCA,ALCALA,Programa de Vivienda Gratuita Fase I,2014,Asignados,1,43120000.00
VALLE DEL CAUCA,ALCALA,Programa de Vivienda Gratuita Fase I,2018,Asignados,1,54686940.00
VALLE DEL CAUCA,ANDALUCIA,Bolsa Concejales,2008,Restitución SFV por Vencimiento Vigencia,1,10153000.00
VALLE DEL CAUCA,ANDALUCIA,Bolsa Concejales,2009,Asignados,1,10683350.00
VALLE DEL CAUCA,ANDALUCIA,Bolsa Concejales,2011,Asignados,1,11247600.00
VALLE DEL CAUCA,ANDALUCIA,Bolsa Desastres Naturales,2007,Apto con subsidio vencido,1,9107700.00
VALLE DEL CAUCA,ANDALUCIA,Bolsa Desastres Naturales,2007,Asignados,31,282338700.00
VALLE DEL CAUCA,ANDALUCIA,Bolsa Desplazados,2004,Asignados,1,8950000.00
VALLE DEL CAUCA,ANDALUCIA,Bolsa Desplazados,2008,Asignados,2,26444500.00
VALLE DEL CAUCA,ANDALUCIA,Bolsa Desplazados,2009,Asignados,2,29814000.00
VALLE DEL CAUCA,ANDALUCIA,Bolsa Desplazados,2010,Asignados,2,30900000.00
VALLE DEL CAUCA,ANDALUCIA,Bolsa Desplazados,2018,Asignados,1,23437260.00
VALLE DEL CAUCA,ANDALUCIA,Bolsa Esfuerzo Territorial,2003,Asignados,58,412206000.00
VALLE DEL CAUCA,ANDALUCIA,Bolsa Esfuerzo Territorial,2003,Renuncia a la postulación,1,7107000.00
VALLE DEL CAUCA,ANDALUCIA,Bolsa Esfuerzo Territorial,2007,Asignados,64,582848000.00
VALLE DEL CAUCA,ANDALUCIA,Bolsa Esfuerzo Territorial,2009,Asignados,19,189874250.00
VALLE DEL CAUCA,ANDALUCIA,Bolsa Esfuerzo Territorial,2009,Renuncia con restitucion de subsidio,5,49146750.00
VALLE DEL CAUCA,ANDALUCIA,Bolsa Esfuerzo Territorial,2010,Asignados,30,322888250.00
VALLE DEL CAUCA,ANDALUCIA,Bolsa Esfuerzo Territorial,2010,Renuncia con restitucion de subsidio,3,31555100.00
VALLE DEL CAUCA,ANDALUCIA,Bolsa Esfuerzo Territorial,2011,Asignados,1,10931800.00
VALLE DEL CAUCA,ANDALUCIA,Bolsa Ordinaria,2004,Asignados,19,142842000.00
VALLE DEL CAUCA,ANDALUCIA,Bolsa Ordinaria,2008,Asignados,1,9107700.00
VALLE DEL CAUCA,ANDALUCIA,MI CASA YA,2018,Asignados,2,46874520.00
VALLE DEL CAUCA,ANDALUCIA,Programa de Vivienda Gratuita Fase I,2013,Asignados,174,7010800500.00
VALLE DEL CAUCA,ANDALUCIA,Programa de Vivienda Gratuita Fase I,2013,Subsidio revocado mediante procedimiento Administrativo Sancionatorio,1,40380750.00
VALLE DEL CAUCA,ANDALUCIA,Programa de Vivienda Gratuita Fase I,2014,Asignados,24,969138000.00
VALLE DEL CAUCA,ANDALUCIA,Programa de Vivienda Gratuita Fase I,2014,Renuncias al subsidio,1,40380750.00
VALLE DEL CAUCA,ANDALUCIA,Programa de Vivienda Gratuita Fase I,2015,Asignados,1,40380750.00
VALLE DEL CAUCA,ANDALUCIA,Programa de Vivienda Gratuita Fase I,2020,Asignados,1,40380750.00
VALLE DEL CAUCA,ANDALUCIA,Programa de Vivienda Gratuita Fase II,2017,Asignados,61,3150051590.00
VALLE DEL CAUCA,ANDALUCIA,Programa de Vivienda Gratuita Fase II,2017,Renuncias al subsidio,1,51640190.00
VALLE DEL CAUCA,ANDALUCIA,Programa de Vivienda Gratuita Fase II,2018,Asignados,4,206560760.00
VALLE DEL CAUCA,ANDALUCIA,VIPA,2015,Asignados,15,310254750.00
VALLE DEL CAUCA,ANDALUCIA,VIPA,2015,Renuncias al subsidio,1,20683650.00
VALLE DEL CAUCA,ANDALUCIA,VIPA,2016,Asignados,25,510196700.00
VALLE DEL CAUCA,ANDALUCIA,VIPA,2016,Perdida de ejecutoriedad de asignación de SFV,1,20683650.00
VALLE DEL CAUCA,ANDALUCIA,VIPA,2016,Renuncias al subsidio,3,58603675.00
VALLE DEL CAUCA,ANDALUCIA,VIPA,2017,Asignados,12,248203800.00
VALLE DEL CAUCA,ANDALUCIA,VIPA,2017,Perdida de ejecutoriedad de asignación de SFV,1,20683650.00
VALLE DEL CAUCA,ANSERMANUEVO,Bolsa Concejales,2011,Apto con subsidio vencido,1,6159400.00
VALLE DEL CAUCA,ANSERMANUEVO,Bolsa Desplazados,2008,Asignado con aplicación en Vivienda Gratuita,1,8695750.00
VALLE DEL CAUCA,ANSERMANUEVO,Bolsa Desplazados,2008,Asignados,1,14907000.00
VALLE DEL CAUCA,ANSERMANUEVO,Bolsa Desplazados,2011,Asignados,1,16068000.00
VALLE DEL CAUCA,ANSERMANUEVO,Bolsa Esfuerzo Territorial,2003,Asignados,26,179400000.00
VALLE DEL CAUCA,ANSERMANUEVO,Bolsa Ordinaria,2004,Asignados,6,45108000.00
VALLE DEL CAUCA,ANSERMANUEVO,Bolsa Recicladores,2009,Asignados,3,32795400.00
VALLE DEL CAUCA,ANSERMANUEVO,Bolsa Saludable,2008,Apto con subsidio vencido,2,7384000.00
VALLE DEL CAUCA,ANSERMANUEVO,Bolsa Saludable,2008,Asignados,22,81224000.00
VALLE DEL CAUCA,ANSERMANUEVO,MI CASA YA,2015,Asignados,3,38661000.00
VALLE DEL CAUCA,ANSERMANUEVO,MI CASA YA,2017,Asignados,15,295086800.00
VALLE DEL CAUCA,ANSERMANUEVO,MI CASA YA,2018,Asignados,57,1320298980.00
VALLE DEL CAUCA,ANSERMANUEVO,MI CASA YA,2018,Renuncias al subsidio,2,46874520.00
VALLE DEL CAUCA,ANSERMANUEVO,MI CASA YA,2019,Asignados,28,687336280.00
VALLE DEL CAUCA,ANSERMANUEVO,MI CASA YA,2020,Asignados,13,333565140.00
VALLE DEL CAUCA,ANSERMANUEVO,MI CASA YA,2021,Asignados,1,26334090.00
VALLE DEL CAUCA,ARGELIA,Bolsa Desastres Naturales,2007,Asignados,9,77112000.00
VALLE DEL CAUCA,ARGELIA,Bolsa Desplazados,2007,Asignados,1,10842500.00
VALLE DEL CAUCA,ARGELIA,Bolsa Desplazados,2009,Asignados,3,44721000.00
VALLE DEL CAUCA,ARGELIA,Bolsa Desplazados,2010,Asignados,2,30900000.00
VALLE DEL CAUCA,ARGELIA,Bolsa Desplazados,2017,Asignados,8,165469200.00
VALLE DEL CAUCA,ARGELIA,Bolsa Recicladores,2009,Asignados,1,10931800.00
VALLE DEL CAUCA,ARGELIA,Bolsa Recicladores,2010,Asignados,6,67980000.00
VALLE DEL CAUCA,BOLIVAR,Bolsa Concejales,2009,Restitución SFV por Vencimiento Vigencia,1,10931800.00
VALLE DEL CAUCA,BOLIVAR,Bolsa Desastres Naturales,2007,Asignados,8,72861600.00
VALLE DEL CAUCA,BOLIVAR,Bolsa Desastres Naturales,2007,Restitución SFV por Vencimiento Vigencia,11,100184700.00
VALLE DEL CAUCA,BOLIVAR,Bolsa Desplazados,2008,Asignados,5,61057000.00
VALLE DEL CAUCA,BOLIVAR,Bolsa Desplazados,2009,Asignados,9,134163000.00
VALLE DEL CAUCA,BOLIVAR,Bolsa Desplazados,2010,Asignados,4,61800000.00
VALLE DEL CAUCA,BOLIVAR,Bolsa Desplazados,2010,Subsidio Revocado,1,15450000.00
VALLE DEL CAUCA,BOLIVAR,Bolsa Desplazados,2011,Asignados,1,16068000.00
VALLE DEL CAUCA,BOLIVAR,Bolsa Desplazados,2019,Asignados,1,24843480.00
VALLE DEL CAUCA,BOLIVAR,Bolsa Desplazados,2020,Asignados,1,26334090.00
VALLE DEL CAUCA,BOLIVAR,Bolsa Esfuerzo Territorial,2003,Asignados,22,147948614.00
VALLE DEL CAUCA,BOLIVAR,Bolsa Esfuerzo Territorial,2003,Renuncia a la postulación,1,6724937.00
VALLE DEL CAUCA,BOLIVAR,Bolsa Esfuerzo Territorial,2005,Apto con subsidio vencido,1,7517400.00
VALLE DEL CAUCA,BOLIVAR,Bolsa Esfuerzo Territorial,2005,Asignados,21,157865400.00
VALLE DEL CAUCA,BOLIVAR,Bolsa Esfuerzo Territorial,2006,Asignados,68,511183200.00
VALLE DEL CAUCA,BOLIVAR,Bolsa Esfuerzo Territorial,2009,Apto con subsidio vencido,6,64845450.00
VALLE DEL CAUCA,BOLIVAR,Bolsa Esfuerzo Territorial,2009,Asignados,33,352053650.00
VALLE DEL CAUCA,BOLIVAR,Bolsa Esfuerzo Territorial,2010,Apto con subsidio vencido,3,32546950.00
VALLE DEL CAUCA,BOLIVAR,Bolsa Esfuerzo Territorial,2010,Asignados,35,387112850.00
VALLE DEL CAUCA,BOLIVAR,Bolsa Ordinaria,2004,Asignados,13,97734000.00
VALLE DEL CAUCA,BOLIVAR,Bolsa Ordinaria,2005,Apto con subsidio vencido,2,15528900.18
VALLE DEL CAUCA,BOLIVAR,Bolsa Ordinaria,2005,Asignados,22,169335602.30
VALLE DEL CAUCA,BOLIVAR,Bolsa Ordinaria,2008,Asignados,1,9107700.00
VALLE DEL CAUCA,BOLIVAR,Bolsa Saludable,2008,Asignados,60,188574000.00
VALLE DEL CAUCA,BOLIVAR,Bolsa unica Nacional,2004,Asignados,9,67662000.00
VALLE DEL CAUCA,BOLIVAR,MI CASA YA,2016,Asignados,1,13789100.00
VALLE DEL CAUCA,BOLIVAR,MI CASA YA,2020,Perdida de ejecutoriedad de asignación de SFV,1,17556060.00
VALLE DEL CAUCA,BOLIVAR,MI CASA YA,2020,Renuncias al subsidio,1,17556060.00
VALLE DEL CAUCA,BOLIVAR,Programa de Vivienda Gratuita Fase II,2017,Asignados,36,1859007003.00
VALLE DEL CAUCA,BOLIVAR,Programa de Vivienda Gratuita Fase II,2017,Renuncias al subsidio,1,51639083.42
VALLE DEL CAUCA,BOLIVAR,Programa de Vivienda Gratuita Fase II,2018,Asignados,140,7656007539.00
VALLE DEL CAUCA,BOLIVAR,Programa de Vivienda Gratuita Fase II,2018,Renuncias al subsidio,5,273428840.70
VALLE DEL CAUCA,BOLIVAR,Programa de Vivienda Gratuita Fase II,2019,Asignados,4,215696387.80
VALLE DEL CAUCA,BUENAVENTURA,Ahorro Programado Contractual,2011,Apto con subsidio vencido,4,42811710.00
VALLE DEL CAUCA,BUENAVENTURA,Ahorro Programado Contractual,2011,Asignados,1,11783200.00
VALLE DEL CAUCA,BUENAVENTURA,Ahorro Programado Contractual,2012,Apto con subsidio vencido,2,24934800.00
VALLE DEL CAUCA,BUENAVENTURA,Ahorro Programado Contractual,2012,Asignados,3,35702100.00
VALLE DEL CAUCA,BUENAVENTURA,Bolsa Atentados terroristas,2007,Asignados,20,142911980.00
VALLE DEL CAUCA,BUENAVENTURA,Bolsa Atentados terroristas,2008,Asignados,7,47548260.00
VALLE DEL CAUCA,BUENAVENTURA,Bolsa Atentados terroristas,2009,Apto con subsidio vencido,1,10153000.00
VALLE DEL CAUCA,BUENAVENTURA,Bolsa Atentados terroristas,2009,Asignados,1,7890196.00
VALLE DEL CAUCA,BUENAVENTURA,Bolsa Desastres Naturales,2007,Restitución SFV por Indemnización,20,171360000.00
VALLE DEL CAUCA,BUENAVENTURA,Bolsa Desastres Naturales,2007,Restitución SFV por Vencimiento Vigencia,1,8568000.00
VALLE DEL CAUCA,BUENAVENTURA,Bolsa Desplazados,2004,Asignados,152,693625000.00
VALLE DEL CAUCA,BUENAVENTURA,Bolsa Desplazados,2005,Asignados,91,407225000.00
VALLE DEL CAUCA,BUENAVENTURA,Bolsa Desplazados,2006,Asignados,26,158100000.00
VALLE DEL CAUCA,BUENAVENTURA,Bolsa Desplazados,2006,Restitución SFV por Indemnización,4,40800000.00
VALLE DEL CAUCA,BUENAVENTURA,Bolsa Desplazados,2006,Subsidio Revocado,1,5100000.00
VALLE DEL CAUCA,BUENAVENTURA,Bolsa Desplazados,2007,Asignado con aplicación en Vivienda Gratuita,1,10842500.00
VALLE DEL CAUCA,BUENAVENTURA,Bolsa Desplazados,2007,Asignados,201,1249595250.00
VALLE DEL CAUCA,BUENAVENTURA,Bolsa Desplazados,2007,Renuncia con restitucion de subsidio,1,10842500.00
VALLE DEL CAUCA,BUENAVENTURA,Bolsa Desplazados,2007,Restitución SFV por Indemnización,20,216850000.00
VALLE DEL CAUCA,BUENAVENTURA,Bolsa Desplazados,2008,Asignados,746,4613482750.00
VALLE DEL CAUCA,BUENAVENTURA,Bolsa Desplazados,2009,Asignado con aplicación en Vivienda Gratuita,1,14907000.00
VALLE DEL CAUCA,BUENAVENTURA,Bolsa Desplazados,2009,Asignados,157,1160261500.00
VALLE DEL CAUCA,BUENAVENTURA,Bolsa Desplazados,2010,Apto con subsidio vencido,5,77250000.00
VALLE DEL CAUCA,BUENAVENTURA,Bolsa Desplazados,2010,Asignado con aplicación en Vivienda Gratuita,8,123600000.00
VALLE DEL CAUCA,BUENAVENTURA,Bolsa Desplazados,2010,Asignados,528,8038481250.00
VALLE DEL CAUCA,BUENAVENTURA,Bolsa Desplazados,2010,Perdida de ejecutoriedad de asignación de SFV,2,30900000.00
VALLE DEL CAUCA,BUENAVENTURA,Bolsa Desplazados,2010,Renuncia con restitucion de subsidio,3,37337500.00
VALLE DEL CAUCA,BUENAVENTURA,Bolsa Desplazados,2010,Subsidio Revocado,1,6437500.00
VALLE DEL CAUCA,BUENAVENTURA,Bolsa Desplazados,2011,Asignados,4,57577000.00
VALLE DEL CAUCA,BUENAVENTURA,Bolsa Esfuerzo Territorial,2003,Apto con subsidio vencido,1,7000000.00
VALLE DEL CAUCA,BUENAVENTURA,Bolsa Esfuerzo Territorial,2003,Asignados,98,686000000.00
VALLE DEL CAUCA,BUENAVENTURA,Bolsa Esfuerzo Territorial,2003,Renuncias al subsidio,1,7000000.00
VALLE DEL CAUCA,BUENAVENTURA,Bolsa Ordinaria,2004,Asignados,60,451080000.00
VALLE DEL CAUCA,BUENAVENTURA,Bolsa Ordinaria,2004,Restitucion de subsidios no aplicados,2,15036000.00
VALLE DEL CAUCA,BUENAVENTURA,Bolsa Recicladores,2010,Apto con subsidio vencido,1,10153000.00
VALLE DEL CAUCA,BUENAVENTURA,Bolsa Recicladores,2010,Asignados,3,30459000.00
VALLE DEL CAUCA,BUENAVENTURA,Bolsa Saludable,2008,Apto con subsidio vencido,77,284284000.00
VALLE DEL CAUCA,BUENAVENTURA,Bolsa Saludable,2008,Asignados,140,516880000.00
VALLE DEL CAUCA,BUENAVENTURA,Bolsa Única Mejoramiento,2007,Asignados,215,1072323250.00
VALLE DEL CAUCA,BUENAVENTURA,Bolsa Única Mejoramiento,2007,Restitucion de subsidios no aplicados,58,289277900.00
VALLE DEL CAUCA,BUENAVENTURA,Bolsa Única Mejoramiento,2008,Restitución SFV por Vencimiento Vigencia,74,369078700.00
VALLE DEL CAUCA,BUENAVENTURA,Bolsa unica Nacional,2004,Asignados,28,210504000.00
VALLE DEL CAUCA,BUENAVENTURA,Bolsa unica Nacional,2004,Restitucion de subsidios no aplicados,1,7518000.00
VALLE DEL CAUCA,BUENAVENTURA,Bolsa unica Nacional,2004,Subsidio Revocado,1,7518000.00
VALLE DEL CAUCA,BUENAVENTURA,Bolsa unica Nacional,2005,Asignados,135,1081552500.00
VALLE DEL CAUCA,BUENAVENTURA,Bolsa unica Nacional,2005,Restitución SFV por Indemnización,265,2123047500.00
VALLE DEL CAUCA,BUENAVENTURA,Macroproyecto,2013,Apto con subsidio vencido,7,371657881.00
VALLE DEL CAUCA,BUENAVENTURA,Macroproyecto,2013,Asignados,129,6659970969.00
VALLE DEL CAUCA,BUENAVENTURA,Macroproyecto,2013,Renuncias al subsidio,3,159281949.00
VALLE DEL CAUCA,BUENAVENTURA,Macroproyecto,2014,Apto con subsidio vencido,2,106187966.00
VALLE DEL CAUCA,BUENAVENTURA,Macroproyecto,2014,Asignados,29,1570286249.00
VALLE DEL CAUCA,BUENAVENTURA,Macroproyecto,2015,Apto con subsidio vencido,4,222562846.00
VALLE DEL CAUCA,BUENAVENTURA,Macroproyecto,2015,Asignados,264,16460277000.00
VALLE DEL CAUCA,BUENAVENTURA,Macroproyecto,2015,Renuncias al subsidio,1,63280897.00
VALLE DEL CAUCA,BUENAVENTURA,Macroproyecto,2016,Asignados,18,1128869232.00
VALLE DEL CAUCA,BUENAVENTURA,Macroproyecto,2019,Asignados,10,551313658.00
VALLE DEL CAUCA,BUENAVENTURA,MI CASA YA,2018,Asignados,30,609368760.00
VALLE DEL CAUCA,BUENAVENTURA,MI CASA YA,2018,Renuncias al subsidio,1,23437260.00
VALLE DEL CAUCA,BUENAVENTURA,MI CASA YA,2019,Asignados,32,686398800.00
VALLE DEL CAUCA,BUENAVENTURA,MI CASA YA,2020,Asignados,31,588128010.00
VALLE DEL CAUCA,BUENAVENTURA,MI CASA YA,2021,Asignados,1,26334090.00
VALLE DEL CAUCA,BUENAVENTURA,Programa de Vivienda Gratuita Fase I,2010,Asignados,3,46350000.00
VALLE DEL CAUCA,BUENAVENTURA,Programa de Vivienda Gratuita Fase I,2011,Asignados,1,16068000.00
VALLE DEL CAUCA,BUENAVENTURA,Programa de Vivienda Gratuita Fase I,2012,Asignados,3,119007000.00
VALLE DEL CAUCA,BUENAVENTURA,Programa de Vivienda Gratuita Fase I,2013,Asignados,419,22234549894.00
VALLE DEL CAUCA,BUENAVENTURA,Programa de Vivienda Gratuita Fase I,2014,Asignados,111,7004018670.00
VALLE DEL CAUCA,BUENAVENTURA,Programa de Vivienda Gratuita Fase I,2020,Asignados,1,57968120.00
VALLE DEL CAUCA,BUGA,Ahorro Programado Contractual,2010,Apto con subsidio vencido,4,44032500.00
VALLE DEL CAUCA,BUGA,Ahorro Programado Contractual,2010,Asignados,5,54847500.00
VALLE DEL CAUCA,BUGA,Ahorro Programado Contractual,2011,Apto con subsidio vencido,6,67556467.00
VALLE DEL CAUCA,BUGA,Ahorro Programado Contractual,2011,Asignados,2,19442280.00
VALLE DEL CAUCA,BUGA,Ahorro Programado Contractual,2012,Apto con subsidio vencido,5,60920250.00
VALLE DEL CAUCA,BUGA,Ahorro Programado Contractual,2012,Asignados,2,20126480.00
VALLE DEL CAUCA,BUGA,Bolsa Desastres Naturales,2011,Asignados,14,164227000.00
VALLE DEL CAUCA,BUGA,Bolsa Desastres Naturales,2011,Perdida de ejecutoriedad de asignación de SFV,1,11730500.00
VALLE DEL CAUCA,BUGA,Bolsa Desastres Naturales,2012,Asignados,17,203103000.00
VALLE DEL CAUCA,BUGA,Bolsa Desastres Naturales,2012,Perdida de ejecutoriedad de asignación de SFV,1,11730500.00
VALLE DEL CAUCA,BUGA,Bolsa Desastres Naturales,2012,Renuncia con restitucion de subsidio,1,12467400.00
VALLE DEL CAUCA,BUGA,Bolsa Desastres Naturales,2013,Asignados,1,11730500.00
VALLE DEL CAUCA,BUGA,Bolsa Desplazados,2004,Asignados,31,210325000.00
VALLE DEL CAUCA,BUGA,Bolsa Desplazados,2004,Perdida de ejecutoriedad de asignación de SFV,1,4475000.00
VALLE DEL CAUCA,BUGA,Bolsa Desplazados,2004,Renuncias al subsidio,2,8950000.00
VALLE DEL CAUCA,BUGA,Bolsa Desplazados,2005,Asignados,1,4475000.00
VALLE DEL CAUCA,BUGA,Bolsa Desplazados,2006,Asignados,26,274614000.00
VALLE DEL CAUCA,BUGA,Bolsa Desplazados,2007,Asignados,13,153146000.00
VALLE DEL CAUCA,BUGA,Bolsa Desplazados,2008,Asignados,6,69752750.00
VALLE DEL CAUCA,BUGA,Bolsa Desplazados,2009,Asignados,13,187579750.00
VALLE DEL CAUCA,BUGA,Bolsa Desplazados,2010,Asignado con aplicación en Vivienda Gratuita,2,30900000.00
VALLE DEL CAUCA,BUGA,Bolsa Desplazados,2010,Asignados,19,285825000.00
VALLE DEL CAUCA,BUGA,Bolsa Desplazados,2011,Asignados,2,32136000.00
VALLE DEL CAUCA,BUGA,Bolsa Desplazados,2018,Asignados,1,23437260.00
VALLE DEL CAUCA,BUGA,Bolsa Esfuerzo Territorial,2003,Asignados,18,127926000.00
VALLE DEL CAUCA,BUGA,Bolsa Esfuerzo Territorial,2003,Renuncia a la postulación,1,7107000.00
VALLE DEL CAUCA,BUGA,Bolsa Esfuerzo Territorial,2010,Asignados,80,899705000.00
VALLE DEL CAUCA,BUGA,Bolsa Ordinaria,2004,Asignados,42,315756000.00
VALLE DEL CAUCA,BUGA,Bolsa Ordinaria,2005,Apto con subsidio vencido,2,16023000.00
VALLE DEL CAUCA,BUGA,Bolsa Ordinaria,2005,Asignados,9,72103500.00
VALLE DEL CAUCA,BUGA,Bolsa Ordinaria,2008,Asignados,21,191251780.00
VALLE DEL CAUCA,BUGA,Bolsa Ordinaria,2008,Renuncia con restitucion de subsidio,1,9107700.00
VALLE DEL CAUCA,BUGA,Bolsa Ordinaria,2008,Restitución SFV por Vencimiento Vigencia,2,18215400.00
VALLE DEL CAUCA,BUGA,Bolsa Recicladores,2009,Apto con subsidio vencido,2,21863600.00
VALLE DEL CAUCA,BUGA,Bolsa Recicladores,2009,Asignados,1,10931800.00
VALLE DEL CAUCA,BUGA,Bolsa Recicladores,2009,Renuncia con restitucion de subsidio,2,21863600.00
VALLE DEL CAUCA,BUGA,Bolsa Recicladores,2009,Restitución SFV por Vencimiento Vigencia,10,109069550.00
VALLE DEL CAUCA,BUGA,Bolsa Recicladores,2010,Apto con subsidio vencido,13,147290000.00
VALLE DEL CAUCA,BUGA,Bolsa Recicladores,2010,Asignados,5,56650000.00
VALLE DEL CAUCA,BUGA,Bolsa Saludable,2008,Asignados,104,381215777.00
VALLE DEL CAUCA,BUGA,Bolsa Saludable,2009,Asignados,5,17897908.00
VALLE DEL CAUCA,BUGA,Bolsa Saludable,2010,Apto con subsidio vencido,4,15900800.00
VALLE DEL CAUCA,BUGA,Bolsa Saludable,2010,Asignados,111,441247200.00
VALLE DEL CAUCA,BUGA,Bolsa Saludable,2010,Renuncia con restitucion de subsidio,1,3975200.00
VALLE DEL CAUCA,BUGA,Bolsa Saludable,2010,Restitucion de subsidios no aplicados,1,3975200.00
VALLE DEL CAUCA,BUGA,MI CASA YA,2015,Asignados,2,25774000.00
VALLE DEL CAUCA,BUGA,MI CASA YA,2016,Asignados,11,118586260.00
VALLE DEL CAUCA,BUGA,MI CASA YA,2017,Asignados,10,135739928.00
VALLE DEL CAUCA,BUGA,MI CASA YA,2018,Asignados,1,15624840.00
VALLE DEL CAUCA,BUGA,MI CASA YA,2019,Asignados,1,24843480.00
VALLE DEL CAUCA,BUGA,MI CASA YA,2020,Asignados,125,2615852940.00
VALLE DEL CAUCA,BUGA,MI CASA YA,2020,Renuncias al subsidio,1,17556060.00
VALLE DEL CAUCA,BUGA,MI CASA YA,2021,Asignados,64,1540763700.00
VALLE DEL CAUCA,BUGA,Programa de Vivienda Gratuita Fase I,2010,Asignados,1,15450000.00
VALLE DEL CAUCA,BUGA,Programa de Vivienda Gratuita Fase I,2013,Asignados,433,17474385030.00
VALLE DEL CAUCA,BUGA,Programa de Vivienda Gratuita Fase I,2013,Renuncias al subsidio,4,161711640.00
VALLE DEL CAUCA,BUGA,Programa de Vivienda Gratuita Fase I,2013,Subsidio revocado mediante procedimiento Administrativo Sancionatorio,2,80855820.00
VALLE DEL CAUCA,BUGA,Programa de Vivienda Gratuita Fase I,2014,Asignados,309,12715724380.00
VALLE DEL CAUCA,BUGA,Programa de Vivienda Gratuita Fase I,2014,Renuncias al subsidio,4,167163750.00
VALLE DEL CAUCA,BUGA,Programa de Vivienda Gratuita Fase I,2014,Subsidio revocado mediante procedimiento Administrativo Sancionatorio,4,165346380.00
VALLE DEL CAUCA,BUGA,Programa de Vivienda Gratuita Fase I,2015,Asignados,31,1358209755.00
VALLE DEL CAUCA,BUGA,Programa de Vivienda Gratuita Fase I,2017,Asignados,2,82673190.00
VALLE DEL CAUCA,BUGA,Programa de Vivienda Gratuita Fase I,2017,Renuncias al subsidio,1,40427910.00
VALLE DEL CAUCA,BUGA,Programa de Vivienda Gratuita Fase I,2018,Asignados,2,109373880.00
VALLE DEL CAUCA,BUGA,VIPA,2015,Asignados,79,1601726200.00
VALLE DEL CAUCA,BUGA,VIPA,2015,Renuncias al subsidio,4,80028300.00
VALLE DEL CAUCA,BUGA,VIPA,2016,Asignados,137,2826765500.00
VALLE DEL CAUCA,BUGA,VIPA,2016,Renuncias al subsidio,23,468829400.00
